image_id,delta,realization_id,dice,iou,hd95
ISIC_0000052,0.05,1,0.9565,0.9166,36.22
ISIC_0000052,0.05,2,0.9589,0.921,86.05
ISIC_0000052,0.1,0,0.9443,0.8945,131.0
ISIC_0000052,0.1,1,0.9669,0.936,49.0
ISIC_0000052,0.1,2,0.9897,0.9797,13.93
ISIC_0000052,0.2,0,0.3974,0.248,482.55
ISIC_0000052,0.2,1,0.2625,0.1511,429.3
ISIC_0000052,0.2,2,0.8881,0.7986,190.38
ISIC_0000053,0.0,0,0.9502,0.905,51.24
ISIC_0000053,0.05,0,0.9356,0.8791,60.43
ISIC_0000053,0.05,1,0.9531,0.9103,71.0
ISIC_0000053,0.05,2,0.9664,0.935,37.01
ISIC_0000053,0.1,0,0.9491,0.9032,50.24
ISIC_0000053,0.1,1,0.9031,0.8234,91.94
ISIC_0000053,0.1,2,0.8936,0.8077,116.67
ISIC_0000053,0.2,0,0.7467,0.5958,235.45
ISIC_0000053,0.2,1,0.8941,0.8084,119.97
ISIC_0000053,0.2,2,0.8895,0.801,213.12
ISIC_0000054,0.0,0,0.9467,0.8988,45.22
ISIC_0000054,0.05,0,0.9281,0.8658,71.03
ISIC_0000054,0.05,1,0.9291,0.8677,72.11
ISIC_0000054,0.05,2,0.9391,0.8852,50.29
ISIC_0000054,0.1,0,0.9043,0.8254,60.67
ISIC_0000054,0.1,1,0.9088,0.8328,68.26
ISIC_0000054,0.1,2,0.91,0.8348,58.34
ISIC_0000054,0.2,0,0.9023,0.822,82.46
ISIC_0000054,0.2,1,0.841,0.7256,158.67
ISIC_0000054,0.2,2,0.8686,0.7678,99.92
ISIC_0000055,0.0,0,0.9715,0.9446,33.54
ISIC_0000055,0.05,0,0.9281,0.8659,78.0
ISIC_0000055,0.05,1,0.9327,0.8738,113.23
ISIC_0000055,0.05,2,0.9368,0.8811,67.84
ISIC_0000055,0.1,0,0.941,0.8886,91.6
ISIC_0000055,0.1,1,0.8507,0.7402,123.0
ISIC_0000055,0.1,2,0.8979,0.8147,93.39
ISIC_0000055,0.2,0,0.8151,0.6879,288.52
ISIC_0000055,0.2,1,0.6291,0.4589,367.7
ISIC_0000055,0.2,2,0.8762,0.7796,176.01
ISIC_0000056,0.0,0,0.9103,0.8354,84.72
ISIC_0000056,0.05,0,0.9159,0.8449,73.03
ISIC_0000056,0.05,1,0.9288,0.8671,78.55
ISIC_0000056,0.05,2,0.9203,0.8524,76.8
ISIC_0000056,0.1,0,0.9245,0.8595,86.03
ISIC_0000056,0.1,1,0.9344,0.8769,69.72
ISIC_0000056,0.1,2,0.8057,0.6746,289.72
ISIC_0000056,0.2,0,0.8803,0.7863,91.2
ISIC_0000056,0.2,1,0.8684,0.7674,223.39
ISIC_0000056,0.2,2,0.7327,0.5781,243.37
ISIC_0000057,0.0,0,0.9781,0.9572,18.03
ISIC_0000057,0.05,0,0.9654,0.9332,22.8
ISIC_0000057,0.05,1,0.9771,0.9551,19.0
ISIC_0000057,0.05,2,0.9652,0.9327,27.86
ISIC_0000057,0.1,0,0.9285,0.8665,48.76
ISIC_0000057,0.1,1,0.9013,0.8204,70.06
ISIC_0000057,0.1,2,0.9679,0.9378,27.29
ISIC_0000057,0.2,0,0.9074,0.8306,61.55
ISIC_0000057,0.2,1,0.7903,0.6533,150.01
ISIC_0000057,0.2,2,0.9389,0.8849,84.39
ISIC_0000058,0.0,0,0.9097,0.8344,82.66
ISIC_0000058,0.05,0,0.9076,0.8309,85.27
ISIC_0000058,0.05,1,0.9092,0.8335,90.19
ISIC_0000058,0.05,2,0.8906,0.8028,93.94
ISIC_0000058,0.1,0,0.8843,0.7926,96.52
ISIC_0000058,0.1,1,0.8966,0.8125,84.0
ISIC_0000058,0.1,2,0.9083,0.832,91.08
ISIC_0000058,0.2,0,0.8468,0.7343,202.83
ISIC_0000058,0.2,1,0.5556,0.3847,395.5
ISIC_0000058,0.2,2,0.8789,0.784,118.0
ISIC_0000059,0.0,0,0.9635,0.9296,45.25
ISIC_0000059,0.05,0,0.963,0.9286,42.51
ISIC_0000059,0.05,1,0.9542,0.9125,59.08
ISIC_0000059,0.05,2,0.9625,0.9277,46.85
ISIC_0000059,0.1,0,0.9483,0.9016,69.02
ISIC_0000059,0.1,1,0.8461,0.7332,141.16
ISIC_0000059,0.1,2,0.8087,0.6789,201.63
ISIC_0000059,0.2,0,0.9032,0.8235,155.35
ISIC_0000059,0.2,1,0.7789,0.6378,223.97
ISIC_0000059,0.2,2,0.7257,0.5695,270.82
ISIC_0000060,0.0,0,0.9372,0.8818,50.91
ISIC_0000060,0.05,0,0.9251,0.8607,59.82
ISIC_0000060,0.05,1,0.9421,0.8906,55.07
ISIC_0000060,0.05,2,0.9052,0.8268,78.98
ISIC_0000060,0.1,0,0.8808,0.787,186.4
ISIC_0000060,0.1,1,0.8461,0.7333,185.69
ISIC_0000060,0.1,2,0.9095,0.834,76.95
ISIC_0000060,0.2,0,0.8785,0.7834,244.31
ISIC_0000060,0.2,1,0.9192,0.8504,108.24
ISIC_0000060,0.2,2,0.8096,0.6801,218.32
ISIC_0000061,0.0,0,0.9685,0.939,34.72
ISIC_0000061,0.05,0,0.965,0.9324,36.01
ISIC_0000061,0.05,1,0.9634,0.9295,37.58
ISIC_0000061,0.05,2,0.9648,0.932,29.07
ISIC_0000061,0.1,0,0.9129,0.8398,86.31
ISIC_0000061,0.1,1,0.9331,0.8745,74.67
ISIC_0000061,0.1,2,0.9372,0.8819,66.65
ISIC_0000061,0.2,0,0.8164,0.6898,176.5
ISIC_0000061,0.2,1,0.9273,0.8645,57.0
ISIC_0000061,0.2,2,0.8605,0.7552,157.0
ISIC_0000062,0.0,0,0.9241,0.859,29.97
ISIC_0000062,0.05,0,0.913,0.84,31.78
ISIC_0000062,0.05,1,0.9171,0.8469,32.73
ISIC_0000062,0.05,2,0.931,0.8709,31.91
ISIC_0000062,0.1,0,0.9195,0.851,35.09
ISIC_0000062,0.1,1,0.9211,0.8537,33.54
ISIC_0000062,0.1,2,0.9213,0.854,38.2
ISIC_0000062,0.2,0,0.7612,0.6144,87.05
ISIC_0000062,0.2,1,0.6101,0.439,103.05
ISIC_0000062,0.2,2,0.9262,0.8625,32.0
ISIC_0000063,0.0,0,0.9763,0.9537,26.57
ISIC_0000063,0.05,0,0.9791,0.9591,23.23
ISIC_0000063,0.05,1,0.9639,0.9303,37.13
ISIC_0000063,0.05,2,0.9642,0.9309,35.36
ISIC_0000063,0.1,0,0.968,0.938,35.65
ISIC_0000063,0.1,1,0.8884,0.7992,178.49
ISIC_0000063,0.1,2,0.899,0.8166,119.4
ISIC_0000063,0.2,0,0.784,0.6448,257.01
ISIC_0000063,0.2,1,0.7949,0.6595,232.0
ISIC_0000063,0.2,2,0.9789,0.9586,22.67
ISIC_0000064,0.0,0,0.9773,0.9557,18.97
ISIC_0000064,0.05,0,0.965,0.9324,38.0
ISIC_0000064,0.05,1,0.9784,0.9577,20.52
ISIC_0000064,0.05,2,0.9701,0.9419,25.02
ISIC_0000064,0.1,0,0.953,0.9102,39.34
ISIC_0000064,0.1,1,0.94,0.8868,50.16
ISIC_0000064,0.1,2,0.949,0.903,41.44
ISIC_0000064,0.2,0,0.9592,0.9216,39.12
ISIC_0000064,0.2,1,0.7884,0.6507,180.53
ISIC_0000064,0.2,2,0.8308,0.7105,188.01
ISIC_0000065,0.0,0,0.964,0.9305,26.21
ISIC_0000065,0.05,0,0.9469,0.8992,33.54
ISIC_0000065,0.05,1,0.9556,0.915,31.3
ISIC_0000065,0.05,2,0.9442,0.8942,35.44
ISIC_0000065,0.1,0,0.9091,0.8334,44.15
ISIC_0000065,0.1,1,0.9371,0.8817,61.65
ISIC_0000065,0.1,2,0.9513,0.9072,64.68
ISIC_0000065,0.2,0,0.8492,0.7379,105.24
ISIC_0000065,0.2,1,0.8662,0.7639,175.25
ISIC_0000065,0.2,2,0.8788,0.7837,66.11
ISIC_0000066,0.0,0,0.9798,0.9603,14.87
ISIC_0000066,0.05,0,0.9734,0.9482,21.0
ISIC_0000066,0.05,1,0.9803,0.9613,15.23
ISIC_0000066,0.05,2,0.9801,0.961,15.0
ISIC_0000066,0.1,0,0.9318,0.8723,96.21
ISIC_0000066,0.1,1,0.9332,0.8748,60.0
ISIC_0000066,0.1,2,0.9279,0.8655,62.98
ISIC_0000066,0.2,0,0.8829,0.7903,116.06
ISIC_0000066,0.2,1,0.9157,0.8444,92.08
ISIC_0000066,0.2,2,0.9211,0.8537,56.57
ISIC_0000067,0.0,0,0.9488,0.9025,29.61
ISIC_0000067,0.05,0,0.9492,0.9032,27.56
ISIC_0000067,0.05,1,0.9445,0.8948,30.87
ISIC_0000067,0.05,2,0.9409,0.8885,32.33
ISIC_0000067,0.1,0,0.9465,0.8985,32.25
ISIC_0000067,0.1,1,0.9297,0.8687,46.8
ISIC_0000067,0.1,2,0.9406,0.8879,26.08
ISIC_0000067,0.2,0,0.8799,0.7855,91.08
ISIC_0000067,0.2,1,0.872,0.773,67.58
ISIC_0000067,0.2,2,0.8807,0.7868,91.25
ISIC_0000068,0.0,0,0.9831,0.9668,14.21
ISIC_0000068,0.05,0,0.9681,0.9381,20.0
ISIC_0000068,0.05,1,0.9735,0.9484,17.46
ISIC_0000068,0.05,2,0.9596,0.9224,26.0
ISIC_0000068,0.1,0,0.8932,0.807,82.44
ISIC_0000068,0.1,1,0.9513,0.9071,29.97
ISIC_0000068,0.1,2,0.56,0.3889,125.0
ISIC_0000068,0.2,0,0.9348,0.8776,31.01
ISIC_0000068,0.2,1,0.2184,0.1226,212.05
ISIC_0000068,0.2,2,0.5794,0.4078,171.94
ISIC_0000069,0.0,0,0.9576,0.9186,17.46
ISIC_0000069,0.05,0,0.9508,0.9062,21.59
ISIC_0000069,0.05,1,0.9509,0.9063,19.69
ISIC_0000069,0.05,2,0.955,0.914,23.46
ISIC_0000069,0.1,0,0.9327,0.8739,34.0
ISIC_0000069,0.1,1,0.9591,0.9213,17.03
ISIC_0000069,0.1,2,0.9458,0.8972,23.35
ISIC_0000069,0.2,0,0.7756,0.6335,98.47
ISIC_0000069,0.2,1,0.9186,0.8495,42.55
ISIC_0000069,0.2,2,0.8601,0.7545,69.12
ISIC_0000071,0.0,0,0.9097,0.8343,21.84
ISIC_0000071,0.05,0,0.8994,0.8172,31.14
ISIC_0000071,0.05,1,0.923,0.857,20.25
ISIC_0000071,0.05,2,0.905,0.8265,19.0
ISIC_0000071,0.1,0,0.8809,0.7872,37.49
ISIC_0000071,0.1,1,0.841,0.7257,58.31
ISIC_0000071,0.1,2,0.8659,0.7636,39.17
ISIC_0000071,0.2,0,0.6258,0.4553,81.47
ISIC_0000071,0.2,1,0.9277,0.8652,28.33
ISIC_0000071,0.2,2,0.7172,0.5591,68.0
ISIC_0000072,0.0,0,0.8814,0.788,31.14
ISIC_0000072,0.05,0,0.8721,0.7732,32.02
ISIC_0000072,0.05,1,0.8938,0.808,31.11
ISIC_0000072,0.05,2,0.8833,0.791,31.26
ISIC_0000072,0.1,0,0.8695,0.7692,43.42
ISIC_0000072,0.1,1,0.8663,0.7642,47.0
ISIC_0000072,0.1,2,0.7913,0.6547,67.89
ISIC_0000072,0.2,0,0.7716,0.6281,82.75
ISIC_0000072,0.2,1,0.5547,0.3838,86.42
ISIC_0000072,0.2,2,0.721,0.5637,69.05
ISIC_0000073,0.0,0,0.9598,0.9226,18.38
ISIC_0000073,0.05,0,0.9519,0.9081,28.0
ISIC_0000073,0.05,1,0.9751,0.9514,27.0
ISIC_0000073,0.05,2,0.9686,0.9392,17.97
ISIC_0000073,0.1,0,0.9573,0.9181,32.31
ISIC_0000073,0.1,1,0.9103,0.8354,41.98
ISIC_0000073,0.1,2,0.9213,0.8541,45.0
ISIC_0000073,0.2,0,0.8724,0.7737,66.99
ISIC_0000073,0.2,1,0.8631,0.7591,121.61
ISIC_0000073,0.2,2,0.8966,0.8126,63.0
ISIC_0000074,0.0,0,0.8981,0.8151,60.53
ISIC_0000074,0.05,0,0.8724,0.7736,101.05
ISIC_0000074,0.05,1,0.9102,0.8351,52.24
ISIC_0000074,0.05,2,0.8637,0.7601,175.89
ISIC_0000074,0.1,0,0.9022,0.8219,52.58
ISIC_0000074,0.1,1,0.8199,0.6948,239.78
ISIC_0000074,0.1,2,0.9039,0.8247,66.24
ISIC_0000074,0.2,0,0.7344,0.5803,231.26
ISIC_0000074,0.2,1,0.8351,0.7169,249.69
ISIC_0000074,0.2,2,0.8145,0.687,110.65
ISIC_0000075,0.0,0,0.9908,0.9817,8.25
ISIC_0000075,0.05,0,0.9565,0.9166,54.12
ISIC_0000075,0.05,1,0.9847,0.9699,20.25
ISIC_0000075,0.05,2,0.9811,0.963,39.0
ISIC_0000075,0.1,0,0.8266,0.7045,125.73
ISIC_0000075,0.1,1,0.9137,0.8411,128.0
ISIC_0000075,0.1,2,0.8023,0.6698,165.05
ISIC_0000075,0.2,0,0.9846,0.9696,149.76
ISIC_0000075,0.2,1,0.311,0.1842,260.24
ISIC_0000075,0.2,2,0.5094,0.3417,277.63
ISIC_0000077,0.0,0,0.9008,0.8194,80.95
ISIC_0000077,0.05,0,0.8924,0.8057,90.7
ISIC_0000077,0.05,1,0.9293,0.868,73.01
ISIC_0000077,0.05,2,0.8757,0.779,92.72
ISIC_0000077,0.1,0,0.7785,0.6373,148.67
ISIC_0000077,0.1,1,0.8986,0.8159,91.9
ISIC_0000077,0.1,2,0.907,0.8298,96.17
ISIC_0000077,0.2,0,0.8804,0.7863,93.12
ISIC_0000077,0.2,1,0.7663,0.6211,220.55
ISIC_0000077,0.2,2,0.7878,0.6498,190.51
ISIC_0000078,0.0,0,0.9725,0.9466,16.49
ISIC_0000078,0.05,0,0.9633,0.9292,18.6
ISIC_0000078,0.05,1,0.9333,0.875,29.02
ISIC_0000078,0.05,2,0.9647,0.9318,18.68
ISIC_0000078,0.1,0,0.9099,0.8348,51.62
ISIC_0000078,0.1,1,0.9242,0.859,41.73
ISIC_0000078,0.1,2,0.9518,0.908,25.0
ISIC_0000078,0.2,0,0.7801,0.6395,88.88
ISIC_0000078,0.2,1,0.8958,0.8112,66.12
ISIC_0000078,0.2,2,0.7474,0.5966,91.15
ISIC_0000079,0.0,0,0.9287,0.8669,27.2
ISIC_0000079,0.05,0,0.9276,0.8649,27.54
ISIC_0000079,0.05,1,0.9163,0.8455,32.16
ISIC_0000079,0.05,2,0.9119,0.8381,25.5
ISIC_0000079,0.1,0,0.8572,0.7501,68.07
ISIC_0000079,0.1,1,0.8924,0.8058,39.2
ISIC_0000079,0.1,2,0.9161,0.8451,31.38
ISIC_0000079,0.2,0,0.7281,0.5724,99.49
ISIC_0000079,0.2,1,0.8668,0.765,43.44
ISIC_0000079,0.2,2,0.8535,0.7445,70.02
ISIC_0000080,0.0,0,0.9277,0.8651,79.2
ISIC_0000080,0.05,0,0.9353,0.8785,76.06
ISIC_0000080,0.05,1,0.9588,0.9208,40.04
ISIC_0000080,0.05,2,0.9163,0.8455,101.79
ISIC_0000080,0.1,0,0.9398,0.8864,73.91
ISIC_0000080,0.1,1,0.9327,0.8739,68.69
ISIC_0000080,0.1,2,0.9124,0.8389,71.57
ISIC_0000080,0.2,0,0.7721,0.6288,268.97
ISIC_0000080,0.2,1,0.8458,0.7328,130.98
ISIC_0000080,0.2,2,0.8046,0.673,189.13
ISIC_0000081,0.0,0,0.943,0.8921,40.31
ISIC_0000081,0.05,0,0.9433,0.8927,41.12
ISIC_0000081,0.05,1,0.9426,0.8914,42.43
ISIC_0000081,0.05,2,0.9361,0.8798,46.97
ISIC_0000081,0.1,0,0.8913,0.804,83.17
ISIC_0000081,0.1,1,0.8723,0.7735,78.77
ISIC_0000081,0.1,2,0.9299,0.8691,41.76
ISIC_0000081,0.2,0,0.7931,0.6571,138.62
ISIC_0000081,0.2,1,0.7626,0.6163,154.42
ISIC_0000081,0.2,2,0.8193,0.6939,143.67
ISIC_0000082,0.0,0,0.9368,0.8811,73.4
ISIC_0000082,0.05,0,0.9252,0.8609,75.91
ISIC_0000082,0.05,1,0.7267,0.5707,250.36
ISIC_0000082,0.05,2,0.7461,0.595,273.5
ISIC_0000082,0.1,0,0.6849,0.5208,326.43
ISIC_0000082,0.1,1,0.7819,0.6419,279.15
ISIC_0000082,0.1,2,0.7712,0.6276,322.4
ISIC_0000082,0.2,0,0.843,0.7286,191.45
ISIC_0000082,0.2,1,0.7749,0.6325,188.78
ISIC_0000082,0.2,2,0.8443,0.7306,138.53
ISIC_0000085,0.0,0,0.9139,0.8415,67.68
ISIC_0000085,0.05,0,0.9105,0.8357,79.2
ISIC_0000085,0.05,1,0.9203,0.8523,66.42
ISIC_0000085,0.05,2,0.9088,0.8328,81.32
ISIC_0000085,0.1,0,0.9159,0.8448,73.45
ISIC_0000085,0.1,1,0.9073,0.8303,81.61
ISIC_0000085,0.1,2,0.9186,0.8494,74.19
ISIC_0000085,0.2,0,0.8886,0.7995,113.63
ISIC_0000085,0.2,1,0.7801,0.6394,168.27
ISIC_0000085,0.2,2,0.8449,0.7315,128.89
ISIC_0000086,0.0,0,0.9766,0.9542,27.0
ISIC_0000086,0.05,0,0.9484,0.902,165.49
ISIC_0000086,0.05,1,0.9752,0.9516,29.83
ISIC_0000086,0.05,2,0.9588,0.9208,67.92
ISIC_0000086,0.1,0,0.9007,0.8194,191.37
ISIC_0000086,0.1,1,0.9046,0.8258,138.6
ISIC_0000086,0.1,2,0.8447,0.7312,292.07
ISIC_0000086,0.2,0,0.9121,0.8385,195.5
ISIC_0000086,0.2,1,0.7922,0.6559,213.0
ISIC_0000086,0.2,2,0.79,0.6528,348.9
ISIC_0000087,0.0,0,0.9739,0.9491,38.08
ISIC_0000087,0.05,0,0.9613,0.9255,109.28
ISIC_0000087,0.05,1,0.9386,0.8844,124.0
ISIC_0000087,0.05,2,0.9432,0.8926,78.03
ISIC_0000087,0.1,0,0.947,0.8993,120.0
ISIC_0000087,0.1,1,0.9502,0.9051,117.96
ISIC_0000087,0.1,2,0.9509,0.9064,72.01
ISIC_0000087,0.2,0,0.8894,0.8009,237.0
ISIC_0000087,0.2,1,0.9498,0.9044,61.16
ISIC_0000087,0.2,2,0.8556,0.7476,205.16
ISIC_0000088,0.0,0,0.934,0.8762,68.88
ISIC_0000088,0.05,0,0.9227,0.8566,73.74
ISIC_0000088,0.05,1,0.9222,0.8556,73.57
ISIC_0000088,0.05,2,0.9248,0.8602,76.92
ISIC_0000088,0.1,0,0.8551,0.7469,176.54
ISIC_0000088,0.1,1,0.8693,0.7688,99.78
ISIC_0000088,0.1,2,0.9101,0.835,98.28
ISIC_0000088,0.2,0,0.9506,0.9058,48.0
ISIC_0000088,0.2,1,0.7366,0.583,268.59
ISIC_0000088,0.2,2,0.9191,0.8503,73.24
ISIC_0000089,0.0,0,0.9134,0.8406,53.18
ISIC_0000089,0.05,0,0.9089,0.833,55.95
ISIC_0000089,0.05,1,0.8865,0.7962,68.74
ISIC_0000089,0.05,2,0.8978,0.8146,62.75
ISIC_0000089,0.1,0,0.893,0.8067,68.0
ISIC_0000089,0.1,1,0.8686,0.7677,82.0
ISIC_0000089,0.1,2,0.8443,0.7306,89.0
ISIC_0000089,0.2,0,0.7578,0.6101,183.14
ISIC_0000089,0.2,1,0.8444,0.7307,115.55
ISIC_0000089,0.2,2,0.8567,0.7493,87.41
ISIC_0000091,0.0,0,0.9271,0.864,44.7
ISIC_0000091,0.05,0,0.9234,0.8578,45.24
ISIC_0000091,0.05,1,0.8947,0.8094,70.15
ISIC_0000091,0.05,2,0.9282,0.8661,42.5
ISIC_0000091,0.1,0,0.8697,0.7694,63.2
ISIC_0000091,0.1,1,0.8171,0.6908,108.18
ISIC_0000091,0.1,2,0.8935,0.8075,63.81
ISIC_0000091,0.2,0,0.865,0.7621,113.09
ISIC_0000091,0.2,1,0.7642,0.6184,164.22
ISIC_0000091,0.2,2,0.7516,0.602,135.34
ISIC_0000092,0.0,0,0.9654,0.9332,21.04
ISIC_0000092,0.05,0,0.9523,0.9089,32.51
ISIC_0000092,0.05,1,0.9517,0.9079,28.6
ISIC_0000092,0.05,2,0.9576,0.9187,28.0
ISIC_0000092,0.1,0,0.9249,0.8603,60.84
ISIC_0000092,0.1,1,0.9397,0.8863,46.66
ISIC_0000092,0.1,2,0.934,0.8762,52.38
ISIC_0000092,0.2,0,0.7052,0.5446,163.08
ISIC_0000092,0.2,1,0.9428,0.8919,33.12
ISIC_0000092,0.2,2,0.9649,0.9322,21.0
ISIC_0000093,0.0,0,0.9634,0.9294,33.54
ISIC_0000093,0.05,0,0.9574,0.9183,31.24
ISIC_0000093,0.05,1,0.9551,0.914,34.0
ISIC_0000093,0.05,2,0.9217,0.8549,49.35
ISIC_0000093,0.1,0,0.8815,0.7881,89.68
ISIC_0000093,0.1,1,0.9489,0.9028,33.24
ISIC_0000093,0.1,2,0.9472,0.8997,46.04
ISIC_0000093,0.2,0,0.9049,0.8263,112.08
ISIC_0000093,0.2,1,0.9076,0.8308,85.0
ISIC_0000093,0.2,2,0.7884,0.6507,128.53
ISIC_0000094,0.0,0,0.9657,0.9338,19.23
ISIC_0000094,0.05,0,0.9594,0.922,23.01
ISIC_0000094,0.05,1,0.9509,0.9063,25.94
ISIC_0000094,0.05,2,0.9634,0.9294,23.08
ISIC_0000094,0.1,0,0.8346,0.7162,101.39
ISIC_0000094,0.1,1,0.953,0.9103,37.52
ISIC_0000094,0.1,2,0.9038,0.8245,79.1
ISIC_0000094,0.2,0,0.7788,0.6378,102.24
ISIC_0000094,0.2,1,0.798,0.6639,115.99
ISIC_0000094,0.2,2,0.854,0.7452,109.33
ISIC_0000095,0.0,0,0.9063,0.8286,45.64
ISIC_0000095,0.05,0,0.9043,0.8254,49.25
ISIC_0000095,0.05,1,0.8963,0.8121,46.0
ISIC_0000095,0.05,2,0.9332,0.8748,39.99
ISIC_0000095,0.1,0,0.8724,0.7737,57.0
ISIC_0000095,0.1,1,0.9047,0.826,53.23
ISIC_0000095,0.1,2,0.8349,0.7165,65.0
ISIC_0000095,0.2,0,0.8812,0.7876,73.15
ISIC_0000095,0.2,1,0.7368,0.5832,163.99
ISIC_0000095,0.2,2,0.8908,0.8031,55.54
ISIC_0000096,0.0,0,0.8922,0.8054,107.09
ISIC_0000096,0.05,0,0.903,0.8231,94.0
ISIC_0000096,0.05,1,0.876,0.7794,118.34
ISIC_0000096,0.05,2,0.8294,0.7085,171.96
ISIC_0000096,0.1,0,0.8256,0.703,193.04
ISIC_0000096,0.1,1,0.8138,0.6861,189.2
ISIC_0000096,0.1,2,0.8157,0.6888,232.44
ISIC_0000096,0.2,0,0.8735,0.7754,154.15
ISIC_0000096,0.2,1,0.8106,0.6815,187.78
ISIC_0000096,0.2,2,0.8415,0.7263,188.0
ISIC_0000097,0.0,0,0.8339,0.7151,164.4
ISIC_0000097,0.05,0,0.8119,0.6833,170.38
ISIC_0000097,0.05,1,0.8032,0.6711,194.16
ISIC_0000097,0.05,2,0.816,0.6891,180.64
ISIC_0000097,0.1,0,0.7649,0.6193,197.33
ISIC_0000097,0.1,1,0.7405,0.588,294.91
ISIC_0000097,0.1,2,0.7673,0.6224,207.28
ISIC_0000097,0.2,0,0.7394,0.5866,240.52
ISIC_0000097,0.2,1,0.78,0.6394,219.57
ISIC_0000097,0.2,2,0.7014,0.5401,301.52
ISIC_0000098,0.0,0,0.955,0.9139,13.93
ISIC_0000098,0.05,0,0.9715,0.9447,8.54
ISIC_0000098,0.05,1,0.9094,0.8338,39.42
ISIC_0000098,0.05,2,0.9521,0.9086,16.57
ISIC_0000098,0.1,0,0.9596,0.9224,16.76
ISIC_0000098,0.1,1,0.9242,0.8591,33.0
ISIC_0000098,0.1,2,0.7785,0.6373,72.02
ISIC_0000098,0.2,0,0.7671,0.6221,59.03
ISIC_0000098,0.2,1,0.5977,0.4262,97.63
ISIC_0000098,0.2,2,0.9269,0.8637,23.85
ISIC_0000099,0.0,0,0.9219,0.8551,148.56
ISIC_0000099,0.05,0,0.9088,0.8328,117.4
ISIC_0000099,0.05,1,0.9157,0.8445,170.21
ISIC_0000099,0.05,2,0.917,0.8467,128.04
ISIC_0000099,0.1,0,0.9034,0.8239,178.57
ISIC_0000099,0.1,1,0.9263,0.8627,130.89
ISIC_0000099,0.1,2,0.919,0.8502,162.26
ISIC_0000099,0.2,0,0.6435,0.4744,377.52
ISIC_0000099,0.2,1,0.9192,0.8505,176.7
ISIC_0000099,0.2,2,0.7458,0.5947,422.4
ISIC_0000100,0.0,0,0.9292,0.8678,83.2
ISIC_0000100,0.05,0,0.9414,0.8893,77.08
ISIC_0000100,0.05,1,0.9312,0.8712,113.82
ISIC_0000100,0.05,2,0.9464,0.8982,69.78
ISIC_0000100,0.1,0,0.9011,0.8201,161.97
ISIC_0000100,0.1,1,0.9045,0.8257,136.85
ISIC_0000100,0.1,2,0.9354,0.8787,83.01
ISIC_0000100,0.2,0,0.931,0.871,130.85
ISIC_0000100,0.2,1,0.9382,0.8836,99.67
ISIC_0000100,0.2,2,0.8954,0.8107,157.41
ISIC_0000101,0.0,0,0.985,0.9705,30.06
ISIC_0000101,0.05,0,0.9779,0.9568,50.45
ISIC_0000101,0.05,1,0.9807,0.9622,43.83
ISIC_0000101,0.05,2,0.9622,0.9272,62.97
ISIC_0000101,0.1,0,0.9335,0.8753,116.0
ISIC_0000101,0.1,1,0.9816,0.9639,45.88
ISIC_0000101,0.1,2,0.9708,0.9433,51.88
ISIC_0000101,0.2,0,0.8733,0.775,210.46
ISIC_0000101,0.2,1,0.865,0.7622,246.86
ISIC_0000101,0.2,2,0.8145,0.6871,399.28
ISIC_0000102,0.0,0,0.895,0.81,32.57
ISIC_0000102,0.05,0,0.9019,0.8213,31.76
ISIC_0000102,0.05,1,0.8739,0.7761,40.45
ISIC_0000102,0.05,2,0.9007,0.8194,27.89
ISIC_0000102,0.1,0,0.8677,0.7664,37.48
ISIC_0000102,0.1,1,0.8766,0.7803,40.51
ISIC_0000102,0.1,2,0.9225,0.8561,23.19
ISIC_0000102,0.2,0,0.8495,0.7384,63.0
ISIC_0000102,0.2,1,0.7979,0.6638,75.51
ISIC_0000102,0.2,2,0.918,0.8485,30.23
ISIC_0000103,0.0,0,0.9752,0.9516,44.2
ISIC_0000103,0.05,0,0.9651,0.9325,60.35
ISIC_0000103,0.05,1,0.9713,0.9443,54.78
ISIC_0000103,0.05,2,0.9727,0.9468,44.01
ISIC_0000103,0.1,0,0.936,0.8797,125.9
ISIC_0000103,0.1,1,0.9382,0.8837,184.53
ISIC_0000103,0.1,2,0.8692,0.7686,198.34
ISIC_0000103,0.2,0,0.7033,0.5424,460.64
ISIC_0000103,0.2,1,0.8336,0.7147,278.18
ISIC_0000103,0.2,2,0.9187,0.8497,167.14
ISIC_0000104,0.0,0,0.9612,0.9252,58.25
ISIC_0000104,0.05,0,0.957,0.9176,64.33
ISIC_0000104,0.05,1,0.9453,0.8963,76.0
ISIC_0000104,0.05,2,0.9373,0.8819,64.28
ISIC_0000104,0.1,0,0.9654,0.9332,60.83
ISIC_0000104,0.1,1,0.962,0.9268,60.41
ISIC_0000104,0.1,2,0.9308,0.8706,74.97
ISIC_0000104,0.2,0,0.9272,0.8643,145.41
ISIC_0000104,0.2,1,0.8126,0.6843,232.98
ISIC_0000104,0.2,2,0.8759,0.7792,107.02
ISIC_0000105,0.0,0,0.8625,0.7582,83.19
ISIC_0000105,0.05,0,0.8729,0.7744,85.81
ISIC_0000105,0.05,1,0.8584,0.752,83.17
ISIC_0000105,0.05,2,0.8641,0.7607,83.45
ISIC_0000105,0.1,0,0.8527,0.7432,94.37
ISIC_0000105,0.1,1,0.8435,0.7293,86.45
ISIC_0000105,0.1,2,0.7682,0.6237,121.12
